2026-03-03 19:14:07 | DEBUG | __main__ | Application startup
2026-03-03 19:16:36 | DEBUG | __main__ | MainWindow initialization started
2026-03-03 19:16:36 | DEBUG | __main__ | WebEngine view created and set as central widget
2026-03-03 19:16:36 | DEBUG | __main__ | Backend object created
2026-03-03 19:16:36 | DEBUG | __main__ | Router created
2026-03-03 19:16:37 | DEBUG | __main__ | WebChannel configured and backend registered as 'backend'
2026-03-03 19:16:37 | DEBUG | router | Navigating to page: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:16:37 | DEBUG | router | Pushed new page to history stack (size=1)
2026-03-03 19:16:37 | DEBUG | router | Activated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:16:37 | DEBUG | router | Requested page load: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:16:37 | INFO | router | Page navigation completed: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:16:37 | DEBUG | __main__ | Navigated to VocabPlannerController
2026-03-03 19:16:37 | INFO | __main__ | MainWindow initialization completed
2026-03-03 19:16:37 | INFO | __main__ | Application started successfully
2026-03-03 19:16:38 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'start'}
2026-03-03 19:16:38 | DEBUG | vocab_planner_controller | Clicked the button with the id='start'
2026-03-03 19:16:38 | DEBUG | lesson_controller | LessonController initialized: tasks_total=7, url=\UI\lesson\index.html
2026-03-03 19:16:38 | DEBUG | router | Navigating to page: url="\UI\lesson\index.html"
2026-03-03 19:16:38 | DEBUG | router | Deactivated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:16:38 | DEBUG | router | Deactivated previous page: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:16:38 | DEBUG | router | Pushed new page to history stack (size=2)
2026-03-03 19:16:38 | DEBUG | router | Activated controller signals: url="\UI\lesson\index.html"
2026-03-03 19:16:38 | DEBUG | router | Requested page load: url="\UI\lesson\index.html"
2026-03-03 19:16:38 | INFO | router | Page navigation completed: url="\UI\lesson\index.html"
2026-03-03 19:16:38 | DEBUG | lesson_controller | UI load finished, opening the first task
2026-03-03 19:16:38 | INFO | lesson_controller | Opening task: index=1/7 id=explanation
2026-03-03 19:16:40 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:16:40 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:16:40 | DEBUG | lesson_controller | Button clicked: id=skip
2026-03-03 19:16:40 | INFO | lesson_controller | Opening task: index=2/7 id=filling
2026-03-03 19:16:40 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:16:40 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:16:40 | DEBUG | lesson_controller | Button clicked: id=skip
2026-03-03 19:16:40 | INFO | lesson_controller | Opening task: index=3/7 id=filling
2026-03-03 19:16:40 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:16:40 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:16:40 | DEBUG | lesson_controller | Button clicked: id=skip
2026-03-03 19:16:40 | INFO | lesson_controller | Opening task: index=4/7 id=translation
2026-03-03 19:16:41 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:16:41 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:16:41 | DEBUG | lesson_controller | Button clicked: id=skip
2026-03-03 19:16:41 | INFO | lesson_controller | Opening task: index=5/7 id=translation
2026-03-03 19:16:41 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:16:41 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:16:41 | DEBUG | lesson_controller | Button clicked: id=skip
2026-03-03 19:16:41 | INFO | lesson_controller | Opening task: index=6/7 id=matching
2026-03-03 19:16:49 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-03 19:16:49 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-03 19:16:49 | DEBUG | lesson_controller | Button clicked: id=continue
2026-03-03 19:16:49 | DEBUG | lesson_controller | No verifier registered for task type: matching. Validating the task
2026-03-03 19:16:49 | CRITICAL | __main__ | Unhandled exception
Traceback (most recent call last):
  File "D:\PyLanguage\lesson_controller.py", line 77, in on_ui_event
    handler(payload)
    ~~~~~~~^^^^^^^^^
  File "D:\PyLanguage\lesson_controller.py", line 91, in _handle_button_click
    self._check_task_completion()
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~^^
  File "D:\PyLanguage\lesson_controller.py", line 136, in _check_task_completion
    self._on_check_result()
    ~~~~~~~~~~~~~~~~~~~~~^^
TypeError: LessonController._on_check_result() missing 1 required positional argument: 'is_correct'
2026-03-03 19:17:00 | DEBUG | __main__ | Application startup
2026-03-03 19:17:00 | DEBUG | __main__ | MainWindow initialization started
2026-03-03 19:17:00 | DEBUG | __main__ | WebEngine view created and set as central widget
2026-03-03 19:17:00 | DEBUG | __main__ | Backend object created
2026-03-03 19:17:00 | DEBUG | __main__ | Router created
2026-03-03 19:17:01 | DEBUG | __main__ | WebChannel configured and backend registered as 'backend'
2026-03-03 19:17:01 | DEBUG | router | Navigating to page: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:17:01 | DEBUG | router | Pushed new page to history stack (size=1)
2026-03-03 19:17:01 | DEBUG | router | Activated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:17:01 | DEBUG | router | Requested page load: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:17:01 | INFO | router | Page navigation completed: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:17:01 | DEBUG | __main__ | Navigated to VocabPlannerController
2026-03-03 19:17:01 | INFO | __main__ | MainWindow initialization completed
2026-03-03 19:17:01 | INFO | __main__ | Application started successfully
2026-03-03 19:17:02 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'start'}
2026-03-03 19:17:02 | DEBUG | vocab_planner_controller | Clicked the button with the id='start'
2026-03-03 19:17:02 | DEBUG | lesson_controller | LessonController initialized: tasks_total=7, url=\UI\lesson\index.html
2026-03-03 19:17:02 | DEBUG | router | Navigating to page: url="\UI\lesson\index.html"
2026-03-03 19:17:02 | DEBUG | router | Deactivated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:17:02 | DEBUG | router | Deactivated previous page: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:17:02 | DEBUG | router | Pushed new page to history stack (size=2)
2026-03-03 19:17:02 | DEBUG | router | Activated controller signals: url="\UI\lesson\index.html"
2026-03-03 19:17:02 | DEBUG | router | Requested page load: url="\UI\lesson\index.html"
2026-03-03 19:17:02 | INFO | router | Page navigation completed: url="\UI\lesson\index.html"
2026-03-03 19:17:02 | DEBUG | lesson_controller | UI load finished, opening the first task
2026-03-03 19:17:02 | INFO | lesson_controller | Opening task: index=1/7 id=explanation
2026-03-03 19:17:04 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:04 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:04 | DEBUG | lesson_controller | Button clicked: id=skip
2026-03-03 19:17:04 | INFO | lesson_controller | Opening task: index=2/7 id=filling
2026-03-03 19:17:04 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:04 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:04 | DEBUG | lesson_controller | Button clicked: id=skip
2026-03-03 19:17:04 | INFO | lesson_controller | Opening task: index=3/7 id=filling
2026-03-03 19:17:04 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:04 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:04 | DEBUG | lesson_controller | Button clicked: id=skip
2026-03-03 19:17:04 | INFO | lesson_controller | Opening task: index=4/7 id=translation
2026-03-03 19:17:04 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:04 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:04 | DEBUG | lesson_controller | Button clicked: id=skip
2026-03-03 19:17:04 | INFO | lesson_controller | Opening task: index=5/7 id=translation
2026-03-03 19:17:04 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:04 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:04 | DEBUG | lesson_controller | Button clicked: id=skip
2026-03-03 19:17:04 | INFO | lesson_controller | Opening task: index=6/7 id=matching
2026-03-03 19:17:05 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:05 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:05 | DEBUG | lesson_controller | Button clicked: id=skip
2026-03-03 19:17:05 | INFO | lesson_controller | Opening task: index=7/7 id=matching
2026-03-03 19:17:10 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-03 19:17:10 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-03 19:17:10 | DEBUG | lesson_controller | Button clicked: id=continue
2026-03-03 19:17:10 | DEBUG | lesson_controller | No verifier registered for task type: matching. Validating the task
2026-03-03 19:17:10 | CRITICAL | __main__ | Unhandled exception
Traceback (most recent call last):
  File "D:\PyLanguage\lesson_controller.py", line 77, in on_ui_event
    handler(payload)
    ~~~~~~~^^^^^^^^^
  File "D:\PyLanguage\lesson_controller.py", line 91, in _handle_button_click
    self._check_task_completion()
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~^^
  File "D:\PyLanguage\lesson_controller.py", line 136, in _check_task_completion
    self._on_check_result()
    ~~~~~~~~~~~~~~~~~~~~~^^
TypeError: LessonController._on_check_result() missing 1 required positional argument: 'is_correct'
2026-03-03 19:17:18 | DEBUG | __main__ | Application startup
2026-03-03 19:17:18 | DEBUG | __main__ | MainWindow initialization started
2026-03-03 19:17:18 | DEBUG | __main__ | WebEngine view created and set as central widget
2026-03-03 19:17:18 | DEBUG | __main__ | Backend object created
2026-03-03 19:17:18 | DEBUG | __main__ | Router created
2026-03-03 19:17:19 | DEBUG | __main__ | WebChannel configured and backend registered as 'backend'
2026-03-03 19:17:19 | DEBUG | router | Navigating to page: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:17:19 | DEBUG | router | Pushed new page to history stack (size=1)
2026-03-03 19:17:19 | DEBUG | router | Activated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:17:19 | DEBUG | router | Requested page load: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:17:19 | INFO | router | Page navigation completed: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:17:19 | DEBUG | __main__ | Navigated to VocabPlannerController
2026-03-03 19:17:19 | INFO | __main__ | MainWindow initialization completed
2026-03-03 19:17:19 | INFO | __main__ | Application started successfully
2026-03-03 19:17:20 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'start'}
2026-03-03 19:17:20 | DEBUG | vocab_planner_controller | Clicked the button with the id='start'
2026-03-03 19:17:20 | DEBUG | lesson_controller | LessonController initialized: tasks_total=7, url=\UI\lesson\index.html
2026-03-03 19:17:20 | DEBUG | router | Navigating to page: url="\UI\lesson\index.html"
2026-03-03 19:17:20 | DEBUG | router | Deactivated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:17:20 | DEBUG | router | Deactivated previous page: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:17:20 | DEBUG | router | Pushed new page to history stack (size=2)
2026-03-03 19:17:20 | DEBUG | router | Activated controller signals: url="\UI\lesson\index.html"
2026-03-03 19:17:20 | DEBUG | router | Requested page load: url="\UI\lesson\index.html"
2026-03-03 19:17:20 | INFO | router | Page navigation completed: url="\UI\lesson\index.html"
2026-03-03 19:17:20 | DEBUG | lesson_controller | UI load finished, opening the first task
2026-03-03 19:17:20 | INFO | lesson_controller | Opening task: index=1/7 id=explanation
2026-03-03 19:17:21 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:21 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:21 | DEBUG | lesson_controller | Button clicked: id=skip
2026-03-03 19:17:21 | INFO | lesson_controller | Opening task: index=2/7 id=filling
2026-03-03 19:17:21 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:21 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:21 | DEBUG | lesson_controller | Button clicked: id=skip
2026-03-03 19:17:21 | INFO | lesson_controller | Opening task: index=3/7 id=filling
2026-03-03 19:17:21 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:21 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:21 | DEBUG | lesson_controller | Button clicked: id=skip
2026-03-03 19:17:21 | INFO | lesson_controller | Opening task: index=4/7 id=translation
2026-03-03 19:17:21 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:21 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:21 | DEBUG | lesson_controller | Button clicked: id=skip
2026-03-03 19:17:21 | INFO | lesson_controller | Opening task: index=5/7 id=translation
2026-03-03 19:17:22 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:22 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-03 19:17:22 | DEBUG | lesson_controller | Button clicked: id=skip
2026-03-03 19:17:22 | INFO | lesson_controller | Opening task: index=6/7 id=matching
2026-03-03 19:17:26 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-03 19:17:26 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-03 19:17:26 | DEBUG | lesson_controller | Button clicked: id=continue
2026-03-03 19:17:26 | DEBUG | lesson_controller | No verifier registered for task type: matching. Validating the task
2026-03-03 19:17:26 | INFO | lesson_controller | Task check result: task_id=matching is_correct=True
2026-03-03 19:17:26 | INFO | lesson_controller | Opening task: index=7/7 id=matching
2026-03-03 19:17:26 | DEBUG | lesson_controller | Running verifier for task type: matching
2026-03-03 19:17:26 | CRITICAL | __main__ | Unhandled exception
Traceback (most recent call last):
  File "D:\PyLanguage\lesson_controller.py", line 77, in on_ui_event
    handler(payload)
    ~~~~~~~^^^^^^^^^
  File "D:\PyLanguage\lesson_controller.py", line 91, in _handle_button_click
    self._check_task_completion()
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~^^
  File "D:\PyLanguage\lesson_controller.py", line 139, in _check_task_completion
    return verifier()
TypeError: 'NoneType' object is not callable
2026-03-03 19:17:29 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-03 19:17:29 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-03 19:17:29 | DEBUG | lesson_controller | Button clicked: id=continue
2026-03-03 19:17:29 | DEBUG | lesson_controller | No verifier registered for task type: matching. Validating the task
2026-03-03 19:17:29 | INFO | lesson_controller | Task check result: task_id=matching is_correct=True
2026-03-03 19:17:29 | INFO | lesson_controller | All tasks completed, navigating back
2026-03-03 19:17:29 | DEBUG | router | Going back: from url="\UI\lesson\index.html" to url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:17:29 | DEBUG | router | Deactivated controller signals: url="\UI\lesson\index.html"
2026-03-03 19:17:29 | DEBUG | router | Popped current page from history stack (size=1)
2026-03-03 19:17:29 | DEBUG | router | Activated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:17:29 | DEBUG | router | Requested page load: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:17:29 | INFO | router | Went back to previous page: url="\UI\vocab-lesson-setup\index.html"
2026-03-03 19:17:29 | DEBUG | lesson_controller | Running verifier for task type: matching
2026-03-03 19:17:29 | CRITICAL | __main__ | Unhandled exception
Traceback (most recent call last):
  File "D:\PyLanguage\lesson_controller.py", line 77, in on_ui_event
    handler(payload)
    ~~~~~~~^^^^^^^^^
  File "D:\PyLanguage\lesson_controller.py", line 91, in _handle_button_click
    self._check_task_completion()
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~^^
  File "D:\PyLanguage\lesson_controller.py", line 139, in _check_task_completion
    return verifier()
TypeError: 'NoneType' object is not callable
2026-03-06 19:22:59 | DEBUG | __main__ | Application startup
2026-03-06 19:22:59 | DEBUG | __main__ | MainWindow initialization started
2026-03-06 19:22:59 | DEBUG | __main__ | WebEngine view created and set as central widget
2026-03-06 19:22:59 | DEBUG | __main__ | Backend object created
2026-03-06 19:22:59 | DEBUG | __main__ | Router created
2026-03-06 19:23:00 | DEBUG | __main__ | WebChannel configured and backend registered as 'backend'
2026-03-06 19:23:00 | DEBUG | router | Navigating to page: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:23:00 | DEBUG | router | Pushed new page to history stack (size=1)
2026-03-06 19:23:00 | DEBUG | router | Activated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:23:00 | DEBUG | router | Requested page load: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:23:00 | INFO | router | Page navigation completed: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:23:00 | DEBUG | __main__ | Navigated to VocabPlannerController
2026-03-06 19:23:00 | INFO | __main__ | MainWindow initialization completed
2026-03-06 19:23:00 | INFO | __main__ | Application started successfully
2026-03-06 19:23:13 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'start'}
2026-03-06 19:23:13 | DEBUG | vocab_planner_controller | Clicked the button with the id='start'
2026-03-06 19:23:13 | DEBUG | lesson_controller | LessonController initialized: tasks_total=7, url=\UI\lesson\index.html
2026-03-06 19:23:13 | DEBUG | router | Navigating to page: url="\UI\lesson\index.html"
2026-03-06 19:23:13 | DEBUG | router | Deactivated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:23:13 | DEBUG | router | Deactivated previous page: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:23:13 | DEBUG | router | Pushed new page to history stack (size=2)
2026-03-06 19:23:13 | DEBUG | router | Activated controller signals: url="\UI\lesson\index.html"
2026-03-06 19:23:13 | DEBUG | router | Requested page load: url="\UI\lesson\index.html"
2026-03-06 19:23:13 | INFO | router | Page navigation completed: url="\UI\lesson\index.html"
2026-03-06 19:23:14 | DEBUG | lesson_controller | UI load finished, opening the first task
2026-03-06 19:23:14 | INFO | lesson_controller | Opening task: index=1/7 id=explanation
2026-03-06 19:25:11 | DEBUG | __main__ | Application startup
